Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Libya,LBY,Rural land area (sq. km),AG.LND.TOTL.RU.K2,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75,1606874.75
St. Lucia,LCA,Rural land area (sq. km),AG.LND.TOTL.RU.K2,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762,263.5793762
Latin America & Caribbean,LCN,Rural land area (sq. km),AG.LND.TOTL.RU.K2,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26,18127126.26
Least developed countries: UN classification,LDC,Rural land area (sq. km),AG.LND.TOTL.RU.K2,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46,15032760.46
Low income,LIC,Rural land area (sq. km),AG.LND.TOTL.RU.K2,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68,10550349.68
Liechtenstein,LIE,Rural land area (sq. km),AG.LND.TOTL.RU.K2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Sri Lanka,LKA,Rural land area (sq. km),AG.LND.TOTL.RU.K2,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859,61106.80859
Lower middle income,LMC,Rural land area (sq. km),AG.LND.TOTL.RU.K2,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23,20690002.23
Low & middle income,LMY,Rural land area (sq. km),AG.LND.TOTL.RU.K2,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96,78016122.96
Lesotho,LSO,Rural land area (sq. km),AG.LND.TOTL.RU.K2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Late-demographic dividend,LTE,Rural land area (sq. km),AG.LND.TOTL.RU.K2,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06,39108425.06
Lithuania,LTU,Rural land area (sq. km),AG.LND.TOTL.RU.K2,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672,59360.13672
Luxembourg,LUX,Rural land area (sq. km),AG.LND.TOTL.RU.K2,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503,1782.765503
Latvia,LVA,Rural land area (sq. km),AG.LND.TOTL.RU.K2,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219,60137.24219
"Macao SAR, China",MAC,Rural land area (sq. km),AG.LND.TOTL.RU.K2,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087,11.18112087
St. Martin (French part),MAF,Rural land area (sq. km),AG.LND.TOTL.RU.K2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Morocco,MAR,Rural land area (sq. km),AG.LND.TOTL.RU.K2,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375,659759.4375
Monaco,MCO,Rural land area (sq. km),AG.LND.TOTL.RU.K2,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235,0.483293235
Moldova,MDA,Rural land area (sq. km),AG.LND.TOTL.RU.K2,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234,31217.15234
Madagascar,MDG,Rural land area (sq. km),AG.LND.TOTL.RU.K2,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375,587832.9375
Maldives,MDV,Rural land area (sq. km),AG.LND.TOTL.RU.K2,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007,291.7807007
Middle East & North Africa,MEA,Rural land area (sq. km),AG.LND.TOTL.RU.K2,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44,10642151.44
Mexico,MEX,Rural land area (sq. km),AG.LND.TOTL.RU.K2,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5,1831423.5
Marshall Islands,MHL,Rural land area (sq. km),AG.LND.TOTL.RU.K2,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898,284.8295898
Middle income,MIC,Rural land area (sq. km),AG.LND.TOTL.RU.K2,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28,67465773.28
North Macedonia,MKD,Rural land area (sq. km),AG.LND.TOTL.RU.K2,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305,21962.62305
Mali,MLI,Rural land area (sq. km),AG.LND.TOTL.RU.K2,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25,1243208.25
Malta,MLT,Rural land area (sq. km),AG.LND.TOTL.RU.K2,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871,30.62650871
Myanmar,MMR,Rural land area (sq. km),AG.LND.TOTL.RU.K2,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125,657996.3125
Middle East & North Africa (excluding high income),MNA,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181,8312627.181
Montenegro,MNE,Rural land area (sq. km),AG.LND.TOTL.RU.K2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mongolia,MNG,Rural land area (sq. km),AG.LND.TOTL.RU.K2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Northern Mariana Islands,MNP,Rural land area (sq. km),AG.LND.TOTL.RU.K2,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855,379.3888855
Mozambique,MOZ,Rural land area (sq. km),AG.LND.TOTL.RU.K2,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125,769595.125
